DEC,HEX,Alpha Tag,Mode,Description,Tag,Group,Priority,Stream List
1058,422,BpCCT Maint1,T,Bayport Container and Cruise Terminal Operations 1,Public Works,Port of Houston Authority,1,
1070,42e,BpCCT Maint1,T,Bayport Container and Cruise Terminal Maintenance 1,Public Works,Port of Houston Authority,1,
1072,430,BpCCT Maint2,T,Bayport Container and Cruise Terminal Maintenance 2,Public Works,Port of Houston Authority,1,
1074,432,BpCCT Maint3,T,Bayport Container and Cruise Terminal Maintenance 3,Public Works,Port of Houston Authority,1,
1076,434,BpCCT Maint4,T,Bayport Container and Cruise Terminal Maintenance 4,Public Works,Port of Houston Authority,1,
1078,436,BpCCT Maint5,T,Bayport Container and Cruise Terminal Maintenance 5,Public Works,Port of Houston Authority,1,
1394,572,BpCCT Maint6,T,Bayport Container and Cruise Terminal Maintenance 6,Public Works,Port of Houston Authority,1,
1396,574,BpCCT Maint7,T,Bayport Container and Cruise Terminal Maintenance 7,Public Works,Port of Houston Authority,1,
1398,576,BpCCT Maint8,T,Bayport Container and Cruise Terminal Maintenance 8,Public Works,Port of Houston Authority,1,
1384,568,BpCCT Ops 14,T,Bayport Container and Cruise Terminal Operations 14,Public Works,Port of Houston Authority,1,
1386,56a,BpCCT Ops 15,T,Bayport Container and Cruise Terminal Operations 15,Public Works,Port of Houston Authority,1,
1060,424,BpCCT Ops 2,T,Bayport Container and Cruise Terminal Operations 2,Public Works,Port of Houston Authority,1,
1062,426,BpCCT Ops 3,T,Bayport Container and Cruise Terminal Operations 3,Public Works,Port of Houston Authority,1,
1064,428,BpCCT Ops 4,T,Bayport Container and Cruise Terminal Operations 4,Public Works,Port of Houston Authority,1,
1066,42a,BpCCT Ops 5,T,Bayport Container and Cruise Terminal Operations 5,Public Works,Port of Houston Authority,1,
1368,558,BpCCT Ops 6,T,Bayport Container and Cruise Terminal Operations 6,Public Works,Port of Houston Authority,1,
1370,55a,BpCCT Ops 7,T,Bayport Container and Cruise Terminal Operations 7,Public Works,Port of Houston Authority,1,
1372,55c,BpCCT Ops 8,T,Bayport Container and Cruise Terminal Operations 8,Public Works,Port of Houston Authority,1,
1374,55e,BpCCT Ops 9,T,Bayport Container and Cruise Terminal Operations 9,Public Works,Port of Houston Authority,1,
1388,56c,BpCCT OutMnt,T,Bayport Container and Cruise Terminal Outside Maintenance,Public Works,Port of Houston Authority,1,
1392,570,BpCCT Wharf,T,Bayport Container and Cruise Terminal Wharf Bay,Public Works,Port of Houston Authority,1,
1390,56e,BpCCT Yard,T,Bayport Container and Cruise Terminal Yard Bay,Public Works,Port of Houston Authority,1,
1376,560,BpCCTMaint10,T,Bayport Container and Cruise Terminal Operations 10,Public Works,Port of Houston Authority,1,
1378,562,BpCCTMaint11,T,Bayport Container and Cruise Terminal Operations 11,Public Works,Port of Houston Authority,1,
1380,564,BpCCTMaint12,T,Bayport Container and Cruise Terminal Operations 12,Public Works,Port of Houston Authority,1,
1382,566,BpCCTMaint13,T,Bayport Container and Cruise Terminal Operations 13,Public Works,Port of Houston Authority,1,
1585,631,BrazCo Airpt,D,Airport,Public Works,Brazoria County,1,
1694,69e,BrazCo EmMgt,D,Emergency Management,Emergency Ops,Brazoria County,1,
1631,65f,BrazCo EMS 1,D,EMS 1,EMS Dispatch,Brazoria County,1,
1633,661,BrazCo EMS 2,D,EMS 2,EMS-Tac,Brazoria County,1,
1696,6a0,BrazCo FFA,D,Firefighters Association,Fire-Talk,Brazoria County,1,
1581,62d,BrazCo Fire1,D,Fire 1,Fire Dispatch,Brazoria County,1,
1629,65d,BrazCo Fire2,D,Fire 2,Fire-Tac,Brazoria County,1,
1686,696,BrazCo MA 1,D,Mutual Aid 1,Interop,Brazoria County,1,
1688,698,BrazCo MA 2,D,Mutual Aid 2,Interop,Brazoria County,1,
1690,69a,BrazCo MA 3,D,Mutual Aid 3,Interop,Brazoria County,1,
1692,69c,BrazCo MA 4,D,Mutual Aid 4,Interop,Brazoria County,1,
134,86,BrazCo MA 5,D,Mutual Aid 5,Interop,Brazoria County,1,
136,88,BrazCo MA 6,D,Mutual Aid 6,Interop,Brazoria County,1,
1577,629,BrazCo Maint,D,Maintenance,Public Works,Brazoria County,1,
1613,64d,BrazCo Msqto,D,Mosquito,Public Works,Brazoria County,1,
1568,620,BrazCoFD Fld,D,Fire Field,Fire-Talk,Brazoria County,1,
1579,62b,BrazCoHealth,D,Health Department,Public Works,Brazoria County,1,
1615,64f,BrazCoParks1,D,Parks Department 1,Public Works,Brazoria County,1,
1625,659,BrazCoParks2,D,Parks Department 2,Public Works,Brazoria County,1,
1587,633,BrazCoSh CCH,D,Sheriff CCH SEC,Law Tac,Brazoria County Sheriff,1,
1497,5d9,BrazCoShDis1,T,Sheriff Dispatch 1,Law Dispatch,Brazoria County Sheriff,1,
1499,5db,BrazCoShDis2,D,Sheriff Dispatch 2,Law Dispatch,Brazoria County Sheriff,1,
1572,624,BrazCoShDis3,D,Sheriff Dispatch 3,Law Dispatch,Brazoria County Sheriff,1,
1635,663,BrazCoShDis4,D,Sheriff Dispatch 4,Law Dispatch,Brazoria County Sheriff,1,
1713,6b1,BrazCoShERT1,D,Sheriff Emergency Response Team 1,Law Tac,Brazoria County Sheriff,1,
1715,6b3,BrazCoShERT2,D,Sheriff Emergency Response Team 2,Law Tac,Brazoria County Sheriff,1,
1501,5dd,BrazCoShPat1,D,Patrol 1,Law Tac,Brazoria County Sheriff,1,
1503,5df,BrazCoShPat2,D,Patrol 2,Law Tac,Brazoria County Sheriff,1,
1681,691,BrazCoShPat3,T,Patrol 3,Law Tac,Brazoria County Sheriff,1,
1569,621,BrazCoShTac1,T,Tactical 1,Law Tac,Brazoria County Sheriff,1,
1521,5f1,BrazCoShTac2,D,Tactical 2,Law Tac,Brazoria County Sheriff,1,
1523,5f3,BrazCoShTac3,D,Tactical 3,Law Tac,Brazoria County Sheriff,1,
1525,5f5,BrazCoShTac4,D,Tactical 4,Law Tac,Brazoria County Sheriff,1,
132,84,Brazor Co Event1,D,Events 1,Multi-Tac,Brazoria County,1,
133,85,Brazor Co Event2,D,Events 2,Multi-Tac,Brazoria County,1,
1603,643,Brazoria FD,D,Brazoria Fire,Fire Dispatch,Brazoria County,1,
1599,63f,Brazoria PD,D,Brazoria Police,Law Dispatch,Brazoria County,1,
3857,f11,Brazos Co DA,D,District Attorney,Law Tac,Brazos County,1,
3855,f0f,Brazos Co EOC,D,Emergency Ops Center,Emergency Ops,Brazos County,1,
3859,f13,Brazos Co Event1,D,Events 1,Multi-Tac,Brazos County,1,
3860,f14,Brazos Co Event2,D,Events 2,Multi-Tac,Brazos County,1,
3856,f10,Brazos Co Health,D,Health Dept.,Public Works,Brazos County,1,
3858,f12,Brazos Co Roads,D,Road and Bridge,Public Works,Brazos County,1,
4023,fb7,Brazos Const 1,D,Constables Ch. 1,Law Dispatch,Brazos County,1,
4024,fb8,Brazos Const 2,D,Constables Ch. 2,Law Tac,Brazos County,1,
3997,f9d,Brazos EM Mgt1,D,Mutual Aid Emergency Mgmt. 1,Emergency Ops,Brazos County,1,
3998,f9e,Brazos EM Mgt2,D,Mutual Aid Emergency Mgmt. 2,Emergency Ops,Brazos County,1,
2598,a26,Brazos SO Car,D,Car to Car,Law Talk,Brazos County - Sheriff,1,
3849,f09,Brazos SO CID,DE,CID,Law Tac,Brazos County - Sheriff,1,
2596,a24,Brazos SO Disp,D,Primary,Law Dispatch,Brazos County - Sheriff,1,
3852,f0c,Brazos SO DRT,DE,Directed Response Team,Law Tac,Brazos County - Sheriff,1,
3850,f0a,Brazos SO HNT,DE,Hostage Negotiation Team,Law Tac,Brazos County - Sheriff,1,
2597,a25,Brazos SO Sec,D,Secondary,Law Tac,Brazos County - Sheriff,1,
3853,f0d,Brazos SO SIU1,DE,SIU 1,Law Tac,Brazos County - Sheriff,1,
3854,f0e,Brazos SO SIU2,DE,SIU 2,Law Tac,Brazos County - Sheriff,1,
2599,a27,Brazos SO Tac1,D,Tactical 1,Law Tac,Brazos County - Sheriff,1,
3847,f07,Brazos SO Tac2,D,Tactical 2,Law Tac,Brazos County - Sheriff,1,
3848,f08,Brazos SO Tac3,DE,Tactical 3,Law Tac,Brazos County - Sheriff,1,
3851,f0b,Brazos SO Train,DE,Training,Law Tac,Brazos County - Sheriff,1,
3861,f15,Brazos VFD Disp,D,Dispatch (Simulcast with 155.940),Fire Dispatch,Brazos County - Volunteer Fire,1,
3866,f1a,Brazos VFD NEO,D,Non-Emergency Operations (NEO),Fire-Talk,Brazos County - Volunteer Fire,1,
3862,f16,Brazos VFD Tac2,D,Tactical 2,Fire-Tac,Brazos County - Volunteer Fire,1,
3863,f17,Brazos VFD Tac3,D,Tactical 3,Fire-Tac,Brazos County - Volunteer Fire,1,
3864,f18,Brazos VFD Tac4,D,Tactical 4,Fire-Tac,Brazos County - Volunteer Fire,1,
3865,f19,Brazos VFD Tac5,D,Tactical 5,Fire-Tac,Brazos County - Volunteer Fire,1,
242,0f2,BrazosptColl PD1,T,Brazosport College Police 1,Law Dispatch,Brazoria County - Colleges,1,
244,0f4,BrazosptColl PD2,T,Brazosport College Police 2,Law Tac,Brazoria County - Colleges,1,
2527,9df,Brenham AnimCtl,D,Animal Control,Public Works,Washington County - Brenham,1,
2524,9dc,Brenham Constru,D,Construction Dept.,Public Works,Washington County - Brenham,1,
2511,9cf,Brenham Event 1,D,Event 1,Interop,Washington County - Brenham,1,
2512,9d0,Brenham Event 2,D,Event 2,Interop,Washington County - Brenham,1,
2516,9d4,Brenham FD Disp,D,Fire Primary,Fire Dispatch,Washington County - Brenham,1,
3923,f53,Brenham FD Supv,D,Fire Supervisors,Fire-Talk,Washington County - Brenham,1,
3919,f4f,Brenham FD Tac2,D,Fire Tac 2,Fire-Tac,Washington County - Brenham,1,
3920,f50,Brenham FD Tac3,D,Fire Tac 3,Fire-Tac,Washington County - Brenham,1,
3921,f51,Brenham FD Tac4,D,Fire Tac 4,Fire-Tac,Washington County - Brenham,1,
3922,f52,Brenham FD Trng,D,Fire Training,Fire-Tac,Washington County - Brenham,1,
3925,f55,Brenham ISD,D,Brenham Independent School District,Schools,Washington County - Brenham,1,
2526,9de,Brenham Parks,D,Parks and Rec Dept.,Public Works,Washington County - Brenham,1,
3914,f4a,Brenham PD Covt,D,"Police Covert""",Law Tac,Washington County - Brenham,1,
3912,f48,Brenham PD Narc,D,Police Narcotics,Law Tac,Washington County - Brenham,1,
2515,9d3,Brenham PD Prim,D,Police Primary,Law Dispatch,Washington County - Brenham,1,
3915,f4b,Brenham PD Supv,D,Police Supervisors,Law Talk,Washington County - Brenham,1,
3913,f49,Brenham PD SWAT,D,Police SWAT,Law Tac,Washington County - Brenham,1,
3911,f47,Brenham PD Talk,D,Police Talk,Law Talk,Washington County - Brenham,1,
3916,f4c,Brenham PD Traf,D,Police Traffic,Law Tac,Washington County - Brenham,1,
2525,9dd,Brenham Streets,D,Streets Dept.,Public Works,Washington County - Brenham,1,
2517,9d5,Brenham Ut Disp,D,Utilities Dispatch,Utilities,Washington County - Brenham,1,
2518,9d6,Brenham Ut Elec,D,Utiltites - Electric,Utilities,Washington County - Brenham,1,
2521,9d9,Brenham Ut Ngas,D,Utilities - Natural Gas,Utilities,Washington County - Brenham,1,
2520,9d8,Brenham Ut Sani,D,Utilities - Sanitation,Public Works,Washington County - Brenham,1,
2528,9E+00,Brenham Ut Supv,D,Utilities - Supervisors,Public Works,Washington County - Brenham,1,
2519,9d7,Brenham Ut Watr,D,Utilities - Water/Wastewater,Public Works,Washington County - Brenham,1,
2523,9db,Brenham Ut WW,D,Utilties - Wastewater,Public Works,Washington County - Brenham,1,
2522,9da,Brenham Ut WWTP,D,Utilities - Wastewater Treatment Plant,Public Works,Washington County - Brenham,1,
1463,5b7,BrookshirePD Dis,D,Police Dispatch,Law Dispatch,Waller County - Brookshire,1,
926,39e,BrookshirePD Tac,D,Police Tactical,Law Tac,Waller County - Brookshire,1,
1514,5ea,Brookside FD,D,Brookside Fire,Fire-Tac,Brazoria County,1,
1559,617,Brookside PD,D,Brookside Police,Law Dispatch,Brazoria County,1,
2556,9fc,Bry Anim Ctl,D,Animal Control,Law Tac,Brazos County - Bryan Police,1,
2555,9fb,Bry CityMars,DE,City Marshals,Law Tac,Brazos County - Bryan Police,1,
2589,a1d,Bry Communic,D,Communications,Public Works,Brazos County - Bryan Public Works,1,
2588,a1c,Bry Facility,D,Facilities,Public Works,Brazos County - Bryan Public Works,1,
2544,9f0,Bry PD Car,DE,Car to Car,Law Talk,Brazos County - Bryan Police,1,
2549,9f5,Bry PD CID,DE,CID Operations,Law Tac,Brazos County - Bryan Police,1,
2550,9f6,Bry PD CNT,DE,Crisis Negotiation Team,Law Tac,Brazos County - Bryan Police,1,
2542,9ee,Bry PD Prim,D,Primary,Law Dispatch,Brazos County - Bryan Police,1,
2543,9ef,Bry PD Secon,D,Secondary,Law Dispatch,Brazos County - Bryan Police,1,
2553,9f9,Bry PD SRO,DE,School Resource Officers,Law Tac,Brazos County - Bryan Police,1,
2545,9f1,Bry PD Tac 1,DE,Tactical 1,Law Tac,Brazos County - Bryan Police,1,
2546,9f2,Bry PD Tac 2,DE,Tactical 2,Law Tac,Brazos County - Bryan Police,1,
2547,9f3,Bry PD Tac 3,DE,Tactical 3,Law Tac,Brazos County - Bryan Police,1,
2548,9f4,Bry PD Tac 4,DE,Tactical 4,Law Tac,Brazos County - Bryan Police,1,
2554,9fa,Bry PD Train,DE,Training,Law Tac,Brazos County - Bryan Police,1,
2551,9f7,Bry PD TRT 1,DE,Tactical Resp. Team 1,Law Tac,Brazos County - Bryan Police,1,
2552,9f8,Bry PD TRT 2,DE,Tactical Resp. Team Ch. 2,Law Tac,Brazos County - Bryan Police,1,
2568,a08,Bry Util Ops 1,D,Utilities Operations Ch. 1 (patched from DMR),Utilities,Brazos County - Bryan Public Works,1,
2593,a21,Bryan Event1,D,Events 1,Public Works,Brazos County - Bryan Public Works,1,
2594,a22,Bryan Event2,D,Events 2,Public Works,Brazos County - Bryan Public Works,1,
2565,a05,Bryan FD Mar,D,Fire Marshal,Fire-Tac,Brazos County - Bryan Fire/EMS,1,
2563,a03,Bryan FD NEO,D,Talkaround (Non Emergency Operations),Fire-Talk,Brazos County - Bryan Fire/EMS,1,
2566,a06,Bryan FD Train 1,D,Training 1,Fire-Talk,Brazos County - Bryan Fire/EMS,1,
2564,a04,Bryan FD Train 2,D,Training 2,Fire-Talk,Brazos County - Bryan Fire/EMS,1,
2567,a07,Bryan FD Train 3,D,Training 3,Fire-Talk,Brazos County - Bryan Fire/EMS,1,
2595,a23,Bryan FD Train 4,D,Training 4,Fire-Talk,Brazos County - Bryan Fire/EMS,1,
2591,a1f,Bryan FD Train 5,D,Training 5,Fire-Talk,Brazos County - Bryan Fire/EMS,1,
2592,a20,Bryan FD Train 6,D,Training 6,Fire-Talk,Brazos County - Bryan Fire/EMS,1,
2557,9fd,Bryan Fire 1,D,Dispatch (patched to 154.415),Fire Dispatch,Brazos County - Bryan Fire/EMS,1,
2558,9fe,Bryan Fire 2,D,Response,Fire-Tac,Brazos County - Bryan Fire/EMS,1,
2559,9ff,Bryan Fire 3,D,Tactical 3,Fire-Tac,Brazos County - Bryan Fire/EMS,1,
2560,a00,Bryan Fire 4,D,Tactical 4,Fire-Tac,Brazos County - Bryan Fire/EMS,1,
2561,a01,Bryan Fire 5,D,Tactical 5,Fire-Tac,Brazos County - Bryan Fire/EMS,1,
2562,a02,Bryan Fire 6,D,Tactical 6,Fire-Tac,Brazos County - Bryan Fire/EMS,1,
2590,a1e,Bryan IT Svc,D,IT Services,Public Works,Brazos County - Bryan Public Works,1,
3756,eac,Bullard PD,D,Bullard Police,Law Tac,Smith County - Other Communities,1,
3706,e7a,Bullard VFD,D,Bullard Volunteer Fire Department,Fire-Tac,Smith County - Other Communities,1,
2950,b86,Burl Co EMS Disp,D,EMS Dispatch,EMS Dispatch,Burleson County,1,
2951,b87,Burl Co EMS Tac,D,EMS Tactical,EMS-Tac,Burleson County,1,
4005,fa5,Burl Co EOC1,D,Emergency Mgmt. 1 (patched to 155.535 Temp),Emergency Ops,Burleson County,1,
4006,fa6,Burl Co EOC2,D,Emergency Mgmt. 2,Emergency Ops,Burleson County,1,
3754,eaa,Burl Co Event 1,D,Events 1,Multi-Tac,Burleson County,1,
2944,b80,Burl Co Fire 1,D,Fire Dispatch,Fire Dispatch,Burleson County,1,
2945,b81,Burl Co Fire 2,D,Fire Ch 2,Fire-Tac,Burleson County,1,
2845,b1d,Burl Co Law Disp,D,Countywide Law Dispatch,Law Dispatch,Burleson County,1,
2946,b82,Burl Co VFD Tac1,D,Fire Tac 1,Fire-Tac,Burleson County,1,
2947,b83,Burl Co VFD Tac2,D,Fire Tac 2,Fire-Tac,Burleson County,1,
2948,b84,Burl Co VFD Tac3,D,Fire Tac 3,Fire-Tac,Burleson County,1,
2949,b85,Burl Co VFD Tac4,D,Fire Tac 4,Fire-Tac,Burleson County,1,
3753,ea9,Burl SO Jail,D,Sheriff Jail,Corrections,Burleson County,1,
2848,b20,Burl SO Tac 1,D,Sheriff Tac 1,Law Tac,Burleson County,1,
2896,b50,Burl SO Tac 2,D,Sheriff Tac 2,Law Tac,Burleson County,1,
3755,eab,Burl St Joseph,D,Burleson St. Joseph ER,Hospital,Burleson County,1,
4013,fad,BV Area EMG1,D,Mutual Aid Emergency Management 1,Emergency Ops,Brazos Valley Area Wide Area Communications System,1,
4014,fae,BV Area EMG2,D,Mutual Aid Emergency Management 2,Emergency Ops,Brazos Valley Area Wide Area Communications System,1,
4011,fab,BV Area EMS1,D,Mutual Aid EMS 1,EMS-Talk,Brazos Valley Area Wide Area Communications System,1,
4012,fac,BV Area EMS2,D,Mutual Aid EMS 2,EMS-Talk,Brazos Valley Area Wide Area Communications System,1,
4009,fa9,BV Area FIR1,D,Mutual Aid Fire 1,Fire-Talk,Brazos Valley Area Wide Area Communications System,1,
4010,faa,BV Area FIR2,D,Mutual Aid Fire 2,Fire-Talk,Brazos Valley Area Wide Area Communications System,1,
4007,fa7,BV Area LAW1,D,Mutual Aid Law 1,Law Talk,Brazos Valley Area Wide Area Communications System,1,
4008,fa8,BV Area LAW2,D,Mutual Aid Law 2,Law Talk,Brazos Valley Area Wide Area Communications System,1,
3162,c5a,BV Fire 2,D,Bayou Vista Fire Ch. 2,Fire-Tac,Galveston County - Other Communities,1,
3966,f7e,BV Hospital,D,EMS to Hospitals,Hospital,Brazos County - Hospitals,1,
3296,ce0,BV/TI Frgnd1,D,Tiki Island/Bayou Vista Fireground 1,Fire-Tac,Galveston County - Other Communities,1,
3298,ce2,BV/TI Frgnd2,D,Tiki Island/Bayou Vista Fireground 2,Fire-Tac,Galveston County - Other Communities,1,
3891,f33,BVSWMA Lndfl,D,Brazos Valley Solid Waste Management Agency - Landfill,Public Works,Brazos County - College Station Services,1,
2396,95c,BVWACS TestB,D,Test B,Public Works,Brazos Valley Area Wide Area Communications System,1,
2943,b7f,Caldwell Event 1,D,Events 1,Multi-Tac,Burleson County - Caldwell,1,
2904,b58,Caldwell PD 1,D,Police Tac 1,Law Tac,Burleson County - Caldwell,1,
2906,b5a,Caldwell PD 2,D,Police Tac 2,Law Tac,Burleson County - Caldwell,1,
3780,ec4,Caldwell Util,D,Utilities,Utilities,Burleson County - Caldwell,1,
3781,ec5,Caldwell VFD 1,D,Fire Tac 1,Fire-Tac,Burleson County - Caldwell,1,
3741,e9d,Camp Co EMS,D,Camp County EMS Dispatch,EMS Dispatch,UT Health East Texas,1,
3742,e9e,Careflite Kaufmn,D,Careflite Dispatch in Kaufman County,EMS Dispatch,UT Health East Texas,1,
206,0ce,CBISD PD 1,D,Columbia-Brazoria ISD Police 1,Law Dispatch,Brazoria County - Schools,1,
208,0d0,CBISD PD SE,D,Columbia-Brazoria ISD Special Events,Law Tac,Brazoria County - Schools,1,
3015,bc7,CC CJC,T,Criminal Justice Center,Corrections,Chambers County,1,
3025,bd1,CC Comm/IT,T,Communications/Information Technology,Public Works,Chambers County,1,
3000,bb8,CC EMS 1,T,EMS 1,EMS-Tac,Chambers County,1,
3002,bba,CC EMS 2,T,EMS 2,EMS-Tac,Chambers County,1,
3004,bbc,CC EMS 3,T,EMS 3,EMS-Tac,Chambers County,1,
2930,b72,CC EmSvcs 1,T,Emergency Services 1 (Fire/EMS Shared),Fire-Tac,Chambers County,1,
2931,b73,CC EmSvcs 2,T,Emergency Services 2,Fire-Tac,Chambers County,1,
2932,b74,CC EmSvcs 3,T,Emergency Services 3,Fire-Tac,Chambers County,1,
2933,b75,CC EmSvcs 4,T,Emergency Services 4,Fire-Tac,Chambers County,1,
2934,b76,CC EmSvcs 5,T,Emergency Services 5,Fire-Tac,Chambers County,1,
3019,bcb,CC EnvHealth,T,Department of Environmental Health,Public Works,Chambers County,1,
2923,b6b,CC Fire Disp,T,Fire/EMS Dispatch,Fire Dispatch,Chambers County,1,
2907,b5b,CC Jail,T,Jail,Corrections,Chambers County,1,
2901,b55,CC Law 1,T,Law 1,Law Talk,Chambers County,1,
2903,b57,CC Law 2,T,Law 2,Law Talk,Chambers County,1,
3017,bc9,CC Maint,T,Maintenance,Public Works,Chambers County,1,
3006,bbe,CC MAMB 1,T,Mutual Aid Mont Belvieu 1,Interop,Chambers County,1,
3008,bc0,CC MAMB 2,T,Mutual Aid Mont Belvieu 2,Interop,Chambers County,1,
3003,bbb,CC Mosq Ctrl,T,Mosquito Control,Public Works,Chambers County,1,
3011,bc3,CC OEM 1,T,Office of Emergency Management 1,Emergency Ops,Chambers County,1,
3027,bd3,CC OEM 2,T,Office of Emergency Management 2,Emergency Ops,Chambers County,1,
3007,bbf,CC Parks,T,Parks Department,Public Works,Chambers County,1,
3001,bb9,CC PubWrks 1,T,Public Works 1,Public Works,Chambers County,1,
3021,bcd,CC PubWrks 2,T,Public Works 2,Public Works,Chambers County,1,
3023,bcf,CC Sp Event,T,Special Events - Used for major incident coordination,Interop,Chambers County,1,
3416,d58,CCISD Admin,D,Clear Creek Independent School District Administration,Schools,Harris County - Schools,1,
1183,49f,CCISD Buses,D,Clear Creek Independent School District Buses,Schools,Harris County - Schools,1,
1283,503,CCISD Emerg,D,Clear Creek Independent School District Emergency,Schools,Harris County - Schools,1,
1181,49d,CCISD SLO,D,Clear Creek Independent School District School Liaison Officers (SLO),Law Tac,Harris County - Schools,1,
2905,b59,CCSO 1,T,Sheriff Ch. 1,Law Dispatch,Chambers County,1,
